Sample ID,IC50 (uM),SMILES
NCGC00432081-01,39.8107,COC1=CC=C(NC(=O)CN\2C(=O)/C(=C(C)\N=C2N3CCCCC3)C)C=C1
NCGC00432528-01,39.8107,CC\1=C\C(=O)N(CC(=O)NC2=CC=CC=C2C)\C(=N1)C3=CC=CC=C3
NCGC00432655-01,39.8107,OC(=O)C1N(CC2=CC=CC=C2)C(=O)CC3=CC=CC=C13
NCGC00432678-01,39.8107,O[C@H]1CC2=C(C=CC=C2)[C@H]1NC(=O)C3=N[NH]C(=C3)COC4=C(F)C=CC=C4
NCGC00432832-01,39.8107,CC1=C(F)C=CC(=C1)NC(=O)C2=CC=C(CN3CC[C@H](O)C3)C=C2
NCGC00433109-01,39.8107,COC1=CC=C(OC)C(=C1)CNC(=O)C2CCN(CC2)C3=CN=C4N=CC=NC4=C3
NCGC00433697-01,39.8107,CC1=CC=C(C=C1C)N2CCC(NC(=O)CC3=CC=CC=C3C)C2=O
NCGC00433806-01,39.8107,CCCN1\C=C/C2=C(C1=O)C(=C(C)S2)C(=O)NC(C)C3=CC(=C(OC)C=C3)OC
NCGC00433954-01,39.8107,CCN(CC1=CC=CC=C1)C(=O)C2=C(C)OC\3=C2C(=O)N(CC4=CC=CC=C4F)\C=C3
NCGC00434501-01,39.8107,COC1=CC(=C(C(=C1)F)C(=O)N2C[C@H]([C@@H](C2)C3=CC=CC=C3)C(O)=O)F
NCGC00434833-01,39.8107,CCC1=NC2=C(C=N[N]2C)C(=N1)N(C)CC3=NC=C[N]3CC4=CC=CC=C4
NCGC00434898-01,39.8107,CSC1=CC=C(NC(=O)C2=CC3=C(CN(C3)C4CC4)S2)C=C1
NCGC00434967-01,39.8107,COC1=C(C=CC=C1)[C@@H]2CN(C[C@H]2C(O)=O)C(=O)C3=CC4=NC=CC=C4C=C3
NCGC00435178-01,39.8107,COC1=CC=C2NC(=O)C3(CCN(C3)C(=O)NC4=CC=C(OC)C(=C4)OC)C2=C1
NCGC00435845-01,39.8107,COC1=CC=CC(=C1)C2=NOC(=N2)CCCC3=NC(=NO3)C4=CC=CN=N4
NCGC00435950-01,39.8107,CN(C)C(=O)C1=N[NH]C2=C1CN(CC2)C(=O)C3=C(F)C=C(F)C=C3
NCGC00435964-01,39.8107,CCNC(=O)C1=N[NH]C2=C1CN(CC2)C(=O)C3=CC=CC(=C3)Br
NCGC00436691-01,39.8107,CC\1=N\C=C(CC(=O)NCC2=CC3=C([NH]C(=C3C)C4=C(F)C=CC=C4)C=C2)/C(=O)N1
NCGC00437293-01,39.8107,O=C(CN1CC(=O)NC1=O)NCC2=CC3=C([NH]C4=C3CCCCCC4)C=C2
NCGC00437419-01,39.8107,CC(=O)C1=CC=C(N=C1)N2CCC(CC2)(OC3=CC=C(C)C=C3)C(O)=O
NCGC00437506-01,39.8107,COC1=CC=CC(=C1)C(=O)NC2CCCN(C2)C3=CC(=N[NH]3)C4=CC=C(F)C=C4
NCGC00437574-01,39.8107,CC1=CC=C(C=N1)C(=O)NC2CCCN(C2)C3=CC(=N[NH]3)C4=CC=C(F)C=C4
NCGC00437614-01,39.8107,COC1=CC=C(C=C1)C2=N[NH]C(=C2)N3CCCC(C3)NC(=O)C4=CC(=C(OC)C(=C4)OC)OC
NCGC00437746-01,39.8107,O=C(NCC1CCN(CC1)C2=CC(=N[NH]2)C3=CC=CC=C3)C4=CC5=C([NH]C=N5)C=C4
NCGC00437848-01,39.8107,CN(C)C1=CC=C(C=C1)C(=O)NC2CCN(C2)C3=CC(=N[NH]3)C4=CC=CC=C4
NCGC00438053-01,39.8107,CC1=CC=C(C=C1)N2CCN(CC2=O)C(=O)C3=CC(=N[NH]3)C4=C(O)C=CC=C4
NCGC00438072-01,39.8107,COC1=CC(=CC(=C1)OC)C(=O)NC2CCN(C2)C3=CC(=N[NH]3)C4=CC=CS4
NCGC00438084-01,39.8107,CN(C)C1=CC=C(C=C1)C(=O)NC2CCN(C2)C3=CC(=N[NH]3)C4=CC=CS4
NCGC00438158-01,39.8107,COC1=CC=C(C=C1)C2=N[NH]C(=C2)N3CCC(C3)NC(=O)C4=NC=CC=C4
NCGC00438262-01,39.8107,C[C@H]1CN(C[C@@H]1C2=NC(=NO2)C3=CN=CC=C3)C(=O)C4=N[N](C)C5=CC=CC=C45
NCGC00438615-01,39.8107,CSC1=CC=C2C=C(CN3CC[C@@H](O)C3)C(=NC2=C1)C4=CC=C(Cl)C=C4
NCGC00438624-01,39.8107,ClC1=CC=CC(=C1)CC(=O)N2CCC(CC2)[N]3C=NN=C3C4CC4
NCGC00439343-01,39.8107,O=C(CC1=CC=CC=C1)NCC2CCOCC2
NCGC00439918-01,39.8107,COC1=CC=C2C(=C(OC2=C1)C(=O)N3CCCCC3C4=NOC(=C4)C)C
NCGC00440101-01,39.8107,O=C\1N2N/C(=C\C2=N\C3=C1CCN(C3)C(=O)C4=N[NH]C5=C4CCCC5)C6=CC=CC=C6
NCGC00440103-01,39.8107,O=C(N1CCC/2=C(C1)/N=C3/C=C(\NN3C2=O)C4=CC=CC=C4)C5=CC(=N[NH]5)C6=CC=CS6
NCGC00440133-01,39.8107,COC1=C(C=CC=C1)C(=O)N2CCC/3=C(C2)/N=C4/C=C(\NN4C3=O)C5=CC=CC=C5Cl
NCGC00440135-01,39.8107,ClC1=CC=CC=C1C\2=C\C3=N\C4=C(CCN(C4)C(=O)C5=CSC=C5)/C(=O)N3N2
NCGC00440141-01,39.8107,CC1=CC=CC=C1OCC(=O)N2CCC/3=C(C2)/N=C4/C=C(\NN4C3=O)C5=CC=CC=C5Cl
NCGC00440145-01,39.8107,ClC1=CC=CC=C1C\2=C\C3=N\C4=C(CCN(C4)C(=O)NCC5CCCO5)/C(=O)N3N2
NCGC00440163-01,39.8107,CC(=O)NC1=CC=C(CC(=O)N2CCC/3=C(C2)/N=C4/C=C(\NN4C3=O)C5=CC=CC=C5)C=C1
NCGC00440209-01,39.8107,CC1=CC=CC=C1OCC(=O)N2CCC/3=C(C2)/C(=O)N4N/C=C\C4=N3
NCGC00440261-01,39.8107,ClC1=CC=CC=C1C/2=C/C3=N/C4=C(CN(CC4)C(=O)C5=CC=CO5)\C(=O)N3N2
NCGC00440283-01,39.8107,COC1=CC=C(C=C1)C/2=C/C3=N/C4=C(CN(CC4)C(=O)C5=CC=C6[NH]C=CC6=C5)\C(=O)N3N2
NCGC00440325-01,39.8107,COC1=CC=C(C=C1)C/2=C/C3=N/C4=C(CN(CC4)C(=O)CC5=CC=C(NC(C)=O)C=C5)\C(=O)N3N2
NCGC00440327-01,39.8107,COC1=CC=C(C=C1)C/2=C/C3=N/C4=C(CN(CC4)C(=O)CN(C)[S+]([O-])(=O)C5=C[NH]C=N5)\C(=O)N3N2
NCGC00440341-01,39.8107,COC1=CC2=C(C=C1)C3=C(CC2)C(=N[NH]3)C(=O)N4CCC/5=C(C4)/C(=O)N6N/C=C\C6=N5
NCGC00440383-01,39.8107,O=C(NCC1=CC=CO1)N2CCCC\3(C2)NC4=C(N=CC=C4)\N=C3NCC5=CC=CC=C5
NCGC00440389-01,39.8107,CCCC[S+]([O-])(=O)N1CCCC\2(C1)NC3=C(N=CC=C3)\N=C2NCC4=CC=CC=C4
NCGC00440417-01,39.8107,CCOC1=CC=C(CC(=O)N2CCCC\3(C2)NC4=C(N=CC=C4)\N=C3NC5CCCC5)C=C1
NCGC00440429-01,39.8107,O=C(CC1=CC=CC=C1)N2CCCC\3(C2)NC4=C(N=CC=C4)\N=C3NC5CCCC5
NCGC00441068-01,39.8107,COC1=C(C=C(C=C1)C2=CC=CC=C2)N3[C@H]4C[C@H](N(C4)CC5=C(C)N=C[NH]5)C3=O
NCGC00441278-01,39.8107,CSC1=CC=C2C=C(CN3CCCC(O)C3)C(=NC2=C1)C4=CC=C(Cl)C=C4
NCGC00441534-01,39.8107,CN(C)C1=CC(=NC=N1)N2CCCC(C2)NC(=O)CC3=CC=CC=C3
NCGC00442141-01,39.8107,COC1=CC=C(C=C1)C/2=C/[N]3C=C(N=C3C(=O)N2CC4CC4)C(=O)N5CCCCC5
NCGC00442840-01,39.8107,O=C(NC1=CC2=C(OCCO2)C=C1)N3C(CC4=CC=CC=C34)C5=NC(=NO5)C6CC6
NCGC00442856-01,39.8107,COCCC1=NOC(=N1)C2CC3=CC=CC=C3N2C(=O)NC4=CC=C(C)C(=C4)C
NCGC00442860-01,39.8107,COCCC1=NOC(=N1)C2CC3=CC=CC=C3N2C(=O)NC4=CC=C(C)C=C4C
NCGC00443608-01,39.8107,[O-][S+](=O)(CC1=CC=CC(=C1)Cl)N2C[C@@H](F)C[C@H]2C(=O)N3CCC4=C(C3)C=CC=C4
NCGC00443753-01,39.8107,COC1=CC=CC(=C1)C2=NC3=C(CCN(C3)C4=CC(=NC=N4)C5CC5)[NH]2
NCGC00443879-01,39.8107,COC\1=C\C=C/N(CC(=O)N(CC2=CC=C(SC)C=C2)C3CC3)C1=O
NCGC00444345-01,39.8107,CC(C)(C#N)C1=CC=C(C=C1)C2=NC=CC(=C2)CO
NCGC00444789-01,39.8107,COC1=CC=C2CC(CNC(=O)C3=C4C=CC=C[N]4N=C3)COC2=C1
NCGC00445887-01,39.8107,COC1=C(CC(=O)N2CCC[C@H]2C3=NC(=NO3)C4=C(Cl)C=CC=C4)C=CC=C1
NCGC00445951-01,39.8107,CC1=CC=C(C=C1)C2=NOC(=N2)[C@@H]3CCCN3C(=O)CC4=CC=CC=C4
NCGC00445999-01,39.8107,COC1=C(CC(=O)N2CCC[C@H]2C3=NC(=NO3)C4=CC=C(F)C=C4)C=CC=C1
NCGC00446179-01,39.8107,O=C(CCC1=CC=CC=C1)N2CCC[C@H]2C3=NC(=NO3)C4=CC=CC=C4
NCGC00446185-01,39.8107,FC1=CC=C(CC(=O)N2CCC[C@H]2C3=NC(=NO3)C4=CC=CC=C4)C=C1
NCGC00446207-01,39.8107,COC1=C(OC)C=C(C=C1)C2=NOC(=N2)[C@@H]3CCCN3C(=O)C4=CC=CO4
NCGC00446267-01,39.8107,COC1=C(OC)C=C(C=C1)C2=NOC(=N2)[C@@H]3CCCN3C(=O)CC4=CC(=CC=C4)F
NCGC00446281-01,39.8107,COC1=C(OC)C=C(C=C1)C2=NOC(=N2)[C@@H]3CCCN3C(=O)CC4=CC=CC=C4C
NCGC00446455-01,39.8107,COC1=CC=C(C=C1)C2=NOC(=N2)CC3CCN(CC3)C(=O)C4=CC=C(C)N=C4
NCGC00446791-01,39.8107,CC1=CC=C(CC(=O)N2CCC3(CC2)N\C(=N/O3)C4=CC=C(C)C=C4)C=C1
NCGC00446803-01,39.8107,CC1=CC=C(C=C1)C/2=N/OC3(CCN(CC3)C(=O)CC4=CC(=CC=C4)F)N2
NCGC00446829-01,39.8107,CC1=CC=C(C=C1)C/2=N/OC3(CCN(CC3)C(=O)CC4=CC=C(F)C=C4)N2
NCGC00446863-01,39.8107,CC1=CC=C(C=C1)C/2=N/OC3(CCN(CC3)C(=O)CC4=CC=CS4)N2
NCGC00446909-01,39.8107,COC1=CC=C(OCC(=O)N2CCC3(CC2)N\C(=N/O3)C4=CC=C(C)C=C4)C=C1
NCGC00446913-01,39.8107,CC(=O)C1=CC=CC(=C1)C(=O)N2CCC3(CC2)N\C(=N/O3)C4=CC=C(C)C=C4
NCGC00446953-01,39.8107,FC1=CC=CC=C1C(=O)N2CCC3(CC2)N\C(=N/O3)C4=CC=CC=C4
NCGC00447299-01,39.8107,CC1=C(C)C(=CC=C1)N2CCN(CC2)C(=O)C3=NOC(=N3)/C4=C/C=C\NC4=O
NCGC00447942-01,39.8107,CN1CCN(CC1)CC2=CC=C(N=C2)C3=CC=C(C=C3)C(C)(C)C#N
NCGC00448305-01,39.8107,COC1=CC(=CC=C1)CCC(=O)NC2=CC(=CC=C2)C3=NN=C4CCCC[N]34
NCGC00448327-01,39.8107,COC1=CC=C(CCC(=O)NC2=CC(=CC=C2)C3=NN=C4CCCC[N]34)C=C1
NCGC00448333-01,39.8107,COC1=CC(=CC(=C1)OC)C(=O)NC2=CC(=CC=C2)C3=NN=C4CCCC[N]34
NCGC00448375-01,39.8107,O=C(NC1=CC(=CC=C1)C2=NN=C3CCCC[N]23)C4=CC(=N[NH]4)C5=CC=CC=C5
NCGC00450175-01,39.8107,COC1=CC(=CC(=C1OC)OC)NC(=O)C2=N[N]3CC(OCC3=C2)C4=CC=C(Cl)C=C4
NCGC00450195-01,39.8107,COC1=CC=C(NC(=O)C2=N[N]3CC(OCC3=C2)C4=CC=C(Br)C=C4)C=C1OC
NCGC00450412-01,39.8107,COC1=CC(=C(OC)C=C1)NC(=O)CCN2\C=C/[N]3N=C4CCCCC4=C3C2=O
NCGC00450419-01,39.8107,CSC1=CC(=CC=C1)NC(=O)CCN2\C=C/[N]3N=C4CCCCC4=C3C2=O
NCGC00450423-01,39.8107,O=C(CCN1\C=C/[N]2N=C3CCCCC3=C2C1=O)NC4=CC=CC(=C4)C#N
NCGC00450432-01,39.8107,FC1=CC(=CC(=C1)NC(=O)CCN2\C=C/[N]3N=C4CCCCC4=C3C2=O)F
NCGC00450654-01,39.8107,COC1=CC=C(CN2C(=O)N\3CCCCCC3=C(/C2=O)C4=NOC(=N4)C)C=C1
NCGC00451014-01,39.8107,CC1=CC=C(C=C1)C(=O)N2CCCC3(C2)NC(=O)N(CC4=CC=CC=C4)C3=O
NCGC00451047-01,39.8107,COC1=C(CC(=O)N2CCC(CC2)C/3=N/NC(=O)N3CC4=CC=C(C)C=C4)C=CC=C1
NCGC00451082-01,39.8107,FC1=CC=C(CN\2C(=O)N\N=C2C3CCN(CC3)C(=O)CC4=CC=CC=C4)C=C1
NCGC00451106-01,39.8107,FC1=CC=C(CN\2C(=O)N\N=C2C3CCN(CC3)C(=O)CC4=CC=C(F)C=C4)C=C1
NCGC00451134-01,39.8107,COC1=CC=C(CN\2C(=O)N\N=C2C3CCN(CC3)C(=O)CC4=CC=C(OC)C=C4)C=C1
NCGC00451170-01,39.8107,COC1=CC=C(CN\2C(=O)N\N=C2C3CCN(CC3)C(=O)CC4=CC=C(Cl)C=C4)C=C1
NCGC00451322-01,39.8107,COC1=CC(=C(OC)C=C1)NC(=O)C2=C3COC(C[N]3N=N2)C4=CC=C(Cl)C=C4
NCGC00451765-01,39.8107,COC1=CC=CC(=C1)NC(=O)CC2CCCN(C2)C/3=C/C(=O)N(CC4CC4)/N=C3
NCGC00451894-01,39.8107,O=C(NCCC1=NOC(=N1)C2=CC=CC=C2)C3=CC=CC=C3
NCGC00452104-01,39.8107,COC1=CC=C(NC(=O)C2=CC=C3C(=O)N4CCCC4N(C)C3=C2)C=C1OC
NCGC00452390-01,39.8107,CN1C2CCCCN2C(=O)C3=CC=C(C=C13)C(=O)NC4=CC=C(C=C4)C(N)=O
NCGC00452398-01,39.8107,COC1=CC=C(NC(=O)C2=CC=C3C(=O)N4CCCCC4N(C)C3=C2)C=C1OC
NCGC00452620-01,39.8107,CCOC1=CC=C2CN(CCC2=N1)C(=O)CC3=CC=C(OC)C=C3
NCGC00453263-01,39.8107,FC1=C(C=CC=C1)C(=O)N2CCCC(C2)C3=NOC(=N3)COC4=CC=CC=C4
NCGC00453323-01,39.8107,COC1=CC=CC(=C1)CC(=O)N2CCCC(C2)C3=NOC(=N3)COC4=C(F)C=CC=C4
NCGC00453324-01,39.8107,FC1=C(OCC2=NC(=NO2)C3CCCN(C3)C(=O)C4=CC=CS4)C=CC=C1
NCGC00454021-01,39.8107,COC1=CC=C(C=C1)C(=O)NC2CCN(CC2)C(=O)C3=N[N]4\C=C(C)/NC(=O)C4=C3
NCGC00454022-01,39.8107,CN(C)C1=CC(=CC=C1)C(=O)NC2CCN(CC2)C(=O)C3=N[N]4\C=C(C)/NC(=O)C4=C3
NCGC00454117-01,39.8107,COC1=C(OC)C=C(CCNC(=O)C2=N[N]3C=C(C)N=C(N4CCCC4)C3=C2)C=C1
NCGC00454209-01,39.8107,CC(C)OC1=CC=C(CNC(=O)C2=C3[N](\C=C(/NC3=O)C4=CC=CC=C4)N=N2)C=C1
NCGC00454215-01,39.8107,CC/1=C/[N]2N=NC(=C2C(=O)N1)C(=O)NC3CCCCCC3
NCGC00454216-01,39.8107,CC/1=C/[N]2N=NC(=C2C(=O)N1)C(=O)NC3CCCCCCC3
NCGC00454728-01,39.8107,CC(C)C1=NOC(=N1)C2=C[N](N=N2)C3CCN(CC3)C(=O)C4=CC=C(C)S4
NCGC00454767-01,39.8107,CCCC1=NOC(=N1)C2=C[N](N=N2)C3CCN(CC3)C(=O)C4=CC=C(C)S4
NCGC00455079-01,39.8107,COC1=C(OC)C=C(C=C1)C(=O)N2CCC(C2)[N]3C=C(N=N3)C4=NC(=NO4)C
NCGC00455410-01,39.8107,CC(NC(=O)C[N]1C(=CC\2=C1C(=O)N\3CCCCCC3=N2)C)C4=CC=CC=C4
NCGC00455740-01,39.8107,COCCC1=NOC(=N1)C2=C(OC3CN(C3)C(=O)C4=NC=C(C)N=C4)C=CC=C2
NCGC00456633-01,39.8107,O=C(C1C[N]2C=CC=C2C(=O)N1CC3=CC=CC=C3)N4CCC5=CC=CC=C5C4
NCGC00457009-01,39.8107,CC1=CC=C(C)C(=C1)C2=N[N]3\C=C/N(CCNC(=O)C4=CC=NC=C4)C(=O)C3=C2
NCGC00457365-01,39.8107,O=C(C1CCCC1)N2CCCCCC2C3=NC(=NO3)C4=CC=CN=C4
NCGC00458215-01,39.8107,FC1=CC=CC(=C1)C(=O)N2CCCCCC2C3=NN=C(O3)C4=CC=CC=C4
NCGC00459350-01,39.8107,CN1C(CNC(=O)C2=CC(=N[NH]2)C3=CC=C(F)C=C3)C[N]4C=CC=C4C1=O
NCGC00459457-01,39.8107,COC1=CC=C(CNC(=O)NCC2C[N]3C=CC=C3C(=O)N2CC4=CC=CC=C4)C=C1
NCGC00460251-01,39.8107,COC1=CC=C(CN2CC3(CCN(CC3)C(=O)NC4=CC=C(OC)C(=C4)OC)C2=O)C=C1
NCGC00461617-01,39.8107,CNC(=O)C1=C([NH]C=C1)C2CCCN(C2)C(=O)CN3C(=O)OC4=CC=CC=C34
NCGC00462962-01,39.8107,CN(C)C[C@@H]1CN(C[C@H]1NC(=O)CC2=CC(=CC=C2)F)[S+](C)([O-])=O
NCGC00463174-01,39.8107,CC1=NOC(=N1)[C@@H]2CN(C[C@H]2C(N)=O)C(=O)CN3C(=O)OC4=CC=CC=C34
NCGC00463527-01,39.8107,CC1=CC(=CC(=C1)C)N2CCC(NC(=O)C3=CC4=C([NH]C=N4)C=C3)C2=O
NCGC00463547-01,39.8107,CC1=C(NC(=O)N2CCC(CCNC(=O)C3=CC4=C([NH]C=N4)C=C3)CC2)C=CC=C1
NCGC00463548-01,39.8107,FC1=CC=C(F)C(=C1)NC(=O)N2CCC(CCNC(=O)C3=CC4=C([NH]C=N4)C=C3)CC2
NCGC00465487-01,39.8107,O=C1CC(N(CCCCCN1)C(=O)CNC(=O)C2=NC3=C(C=CC=C3)C=C2)C4=CC=CC=C4
NCGC00465519-01,39.8107,O=C1CC(N(CCCCCN1)C(=O)CNC(=O)CN2C(=O)OC3=CC=CC=C23)C4=CC=CC=C4
NCGC00466816-01,39.8107,FC1=CC=CC(=C1)CC(=O)N2CCCCCNC(=O)[C@@H]3CCC[C@H]23
NCGC00467362-01,39.8107,O=C1CC(N(CCCCCCN1)C(=O)C2=CC(=CC=C2)C#N)C3=CC=CC=C3
NCGC00470133-01,39.8107,CCN(CC)C(=O)C1=CC2=C(CCC(C2)C(=O)NC3=CC(=C(OC)C=C3)F)S1
NCGC00470139-01,39.8107,O=C(NC1=CC2=C(OCO2)C=C1)C3CCC4=C(C3)C=C(S4)C(=O)N5CCCC5
NCGC00470238-01,39.8107,CCNC1=CC(=NC=N1)N2CCC(CC2)CCC(=O)NC3=CC=CC(=C3)OC
NCGC00470460-01,39.8107,[O-][S+](=O)(NC1=CC=C[N]2N=C(N=C12)C3CC3)C4=CN=CC=C4
NCGC00470477-01,39.8107,CC1=CC(=CC=C1)CC(=O)N2CCC(CC2)NC3=CC=C[N]4N=CN=C34
NCGC00470795-01,39.8107,CN1CCCN(C(=O)C2=C(C)C=CS2)C3=CC=CC=C13
NCGC00470832-01,39.8107,CN1CCCN(C(=O)NC2=CC3=C(OCCO3)C=C2)C4=CC=CC=C14
NCGC00471059-01,39.8107,CC\1=C(CCO)\C(=O)N(CC(=O)NC2=CC=CC=C2F)\C(=N1)C3=CC=CC(=C3)Cl
NCGC00471279-01,39.8107,CC(C)OC1=CC=C(C=C1)C(=O)N2[C@H]3CC[C@@H]2CC(C3)NC(=O)C4=CN=C(C)C=N4
NCGC00471320-01,39.8107,COC1=CC=CC=C1CCC(=O)N2[C@H]3CC[C@@H]2CC(C3)NC(=O)C4=CN=C(C)C=N4
NCGC00471325-01,39.8107,CC1=CC(=CC=C1)OCC(=O)N2[C@H]3CC[C@@H]2CC(C3)NC(=O)C4=CN=C(C)C=N4
NCGC00473190-01,39.8107,CCCC1=N[N](C(=C1C2=CC=C(NC(C)=O)C=C2)OC(C)=O)C3=C(C)C=CC=C3
NCGC00473321-01,39.8107,CC(C)(C)C(=O)N1CCC2(CC1)N(CN(CC(=O)NC3=CC=CC(=C3)Cl)C2=O)C4=CC=CC=C4
NCGC00473521-01,39.8107,COC1=CC=CC(=C1)C2=N[N](C3=CC=CC=C3)C(=C2C4=CC=C(NC(=O)C5CCCC5)C=C4)OC(C)=O
NCGC00473573-01,39.8107,CCNC(=O)C1=COC(=N1)COC2=CC=C3CCN(C(C4=CC=CC(=C4)C)C3=C2)C(=O)C5CC5
NCGC00473832-01,39.8107,COC1=CC=C(CN2CC3=CC(=CC=C3OC(C)C2=O)NC(=O)C4=CC(=CC(=C4)OC)OC)C=C1
NCGC00473835-01,39.8107,CCC1OC2=CC=C(NC(=O)C3=CC=CC=C3OC)C=C2CN(CC4=CC=C(OC)C=C4)C1=O
NCGC00473962-01,39.8107,CCCNC(=O)C1=COC(=N1)COC2=CC=C3CCN(C(C4=CC=CC(=C4)C)C3=C2)C(=O)C5CC5
NCGC00474065-01,39.8107,COC1=CC(=C(CN2CC3=CC(=CC=C3OC(C)C2=O)NC(=O)C4=C(F)C=CC=C4)C=C1)OC
NCGC00474318-01,39.8107,CCNC(=O)CCC1=C(OC2=CC=CC=C2)[N](N=C1C)C3=CC=CC=C3
NCGC00474455-01,39.8107,COC1=CC(=CC(=C1)C\2N/3\C(=C/SC3=N\C(=C2C(=O)OCC=C)C)CC(=O)N4CCCC4)OC
NCGC00474611-01,39.8107,COC1=CC(=CC(=C1)C2=C(C(=O)NCC3=CC=CC=C3)C(=NO2)C)OC
NCGC00474657-01,39.8107,COC(=O)C/1=C(C)/N=C\2S\C=C(CC(=O)NCC3CC3)/N2C1C4=CC(=CC=C4)[N+]([O-])=O
NCGC00474877-01,39.8107,CC1=N[N](C2=CC=C(F)C=C2)C(=C1CCC(=O)NCC=C)OC3=CC=CC=C3
NCGC00475168-01,39.8107,CCOC1=CC=C(NC(=O)N2CCC3=CC(=C(OC)C=C3C2CNC(=O)CC)OC)C=C1
NCGC00476303-01,39.8107,FC1=CC(=CC(=C1)C2=CC=C(CN3CCN(C(=O)C3)C4=NC=CC(=N4)Cl)C=C2)F
NCGC00476502-01,39.8107,COC1=C(OC)C=C(C=C1)N2C(=O)NC3=CC=CN=C23
NCGC00477235-01,39.8107,CC1=CC=C(C=C1)C(=O)N2CC3(C2)NC(=O)C4=CC=CC=C4O3
NCGC00478486-01,39.8107,COC1=CC=C(C=C1)N2N=C(NC2=O)C3CCCN(C3)C(=O)C4=CC=C(C)C=C4
NCGC00479440-01,39.8107,COC1=CC=C(CC(=O)N2CCC3(C2)C(=O)N(CCC4=CC=CC=C4)C5=CC=CC=C35)C=C1
NCGC00479575-01,39.8107,COC1=CC=C(C=C1)C2=NN=C3CN(CC[N]23)C(=O)NC4=CC=C(Cl)C=C4
NCGC00479781-01,39.8107,ClC1=CC=CC(=C1)C(=O)NC2CCN(CC2)C3=NC4=NC=CC=C4O3
NCGC00479784-01,39.8107,COC1=CC=C(C=C1)C(=O)NC2CCN(CC2)C3=NC4=NC=CC=C4O3
NCGC00480075-01,39.8107,CC(C)C1=NC2=C(CN(CC2)CC3=CC=CC=C3)C(=N1)C4=CC=C(O)C=C4
NCGC00480081-01,39.8107,CC(C)C1=NC2=C(CN(CC2)CC3=CC=C[N]3C)C(=N1)C4=CC=C(O)C=C4
NCGC00480394-01,39.8107,CCC1=NC(=C2CN(CCC2=N1)CC3=CC=C(C)C=C3)C4=CC=C(O)C=C4
NCGC00480423-01,39.8107,CN(C)C(=O)N1CCC2=NC(=NC(=C2C1)C3=CC=C(Cl)C=C3)C4CC4
NCGC00373283-01,44.6684,O=C(CC1=CC=CC=C1)N2CCCC3(C2)C\C(=N/O3)C4=CC=CC=C4
NCGC00374448-01,44.6684,COC1=CC=C(C=C1)C2=NC(=NC3=C2CN(CC3)C(=O)C4=NC=CC=C4)C5CC5
NCGC00374571-01,44.6684,COC1=CC=CC=C1C2=NC3=C(C=N[N]3C)C(=C2)C(=O)N4CCOCC4
NCGC00374601-01,44.6684,COC1=CC=CC=C1C2=NC3=C(C=N[N]3C)C(=C2)C(=O)NCC4=CC=C(F)C=C4
NCGC00374631-01,44.6684,C[N]1N=CC2=C1N=C(C=C2C(=O)NCC3=CN=CC=C3)C4=CC=C(Cl)N=C4
NCGC00374665-01,44.6684,[O-][S+](=O)(N1CC2(CCCCN2CC3=CC=CN=C3)CC4=CC=CC=C14)C5=CC=CC=C5
NCGC00374668-01,44.6684,COC1=CC=C(C=C1)C2=C3CCN(CCC3=NC(=N2)C4CC4)CC5=CSC=C5
NCGC00375072-01,44.6684,CC(=O)N1CC[N]2N=CC(=C2C1)C(=O)NC3=C(Cl)C=C(Cl)C=C3
NCGC00375135-01,44.6684,COCCNC(=O)C1=C2C=N[N](C)C2=NC(=C1)C3=CC=C(Cl)C=C3Cl
NCGC00375218-01,44.6684,COC1=C(C=CC=C1)C2=CC(=N[N]3C=CC=C23)C(=O)N(C)C
NCGC00375223-01,44.6684,ClC1=CC=C(CNC(=O)C2=C[NH]C3=C2N=CC=C3)C=N1
NCGC00376001-01,44.6684,CN(C1CCC2=C1C=CC=C2)C(=O)C3(CCOCC3)C4=CC=C(Cl)C=C4
NCGC00376335-01,44.6684,ClC1=CC=C(C=C1)C(=O)N2CC3(C2)CC4=CC=CC=C4C(=O)N3
NCGC00376822-01,44.6684,CC1=C(C=CC=C1)C(=O)N2CC3(C2)CC4=CC=CC=C4NC3=O
NCGC00377486-01,44.6684,CN1CCCC2(C1)CN(CC3=CC=CC=C3C2)C(=O)CC4=CC=CC=C4
NCGC00377539-01,44.6684,COC1=CC=C(C=C1)N2CC3CCC(C2)N3CC4=CC=C(C=C4)C5=CC=CC=C5
NCGC00391628-01,44.6684,CSC1=CC=C(C=C1)C2=CC3=C(NC(=O)[C@H]4CN(CCN4C3=O)C(=O)CCC(O)=O)C=C2
NCGC00392345-01,44.6684,CC1=CC(=CC=C1)C2=NOC(=N2)[C@@H]3CC4=C(CN3CC5=CC=CC(=C5)C#N)N=C[NH]4
NCGC00392434-01,44.6684,C[C@@H](NC(=O)C1=CC=CS1)C2=C(ON=C2C3=CC=C(F)C=C3)C(O)=O
NCGC00393536-01,44.6684,C[C@@H](NC(=O)C1=CC=CC=N1)C2=C(ON=C2C3=CC=C(F)C=C3)C(O)=O
NCGC00394064-01,44.6684,C[C@H](N1C(=O)[C@@H]2CN(CCN2C1=O)C(=O)C3=CC=CC=C3)C4=CC=CC=C4
NCGC00394276-01,44.6684,C[C@@H](NC(=O)N1CCOC[C@H]1C2=NC(=C[NH]2)C3=CC=C(F)C=C3)C4=CC=CC=C4
